,movieId,title,genres,key,year,n_ratings,mean_rating
9661,9661,Elektra,Action|Adventure|Crime|Drama,Elektra,2005,1257,2.4992044550517103
9662,9662,Racing Stripes,Children|Comedy,Racing Stripes,2005,176,2.8295454545454546
9663,9663,Coach Carter,Drama,Coach Carter,2005,989,3.58948432760364
9664,9664,"Fighting Sullivans, The (Sullivans, The)",Drama,"Fighting Sullivans, The (Sullivans, The)",1944,45,3.388888888888889
9665,9665,Iceman,Drama|Sci-Fi,Iceman,1984,157,3.1464968152866244
9666,9666,Ice Station Zebra,Action|Thriller,Ice Station Zebra,1968,189,3.240740740740741
9667,9667,Common Places (a.k.a. Common Ground) (Lugares comunes),Drama,Common Places (a.k.a. Common Ground) (Lugares comunes),2002,2,3.0
9668,9668,Boys Town,Drama,Boys Town,1938,137,3.6313868613138687
9669,9669,Torremolinos 73,Comedy|Drama,Torremolinos 73,2003,73,3.3013698630136985
9670,9670,Zhou Yu's Train (Zhou Yu de huo che),Drama|Romance,Zhou Yu's Train (Zhou Yu de huo che),2002,11,2.6818181818181817
9671,9671,Shivers (They Came from Within),Drama|Horror|Sci-Fi,Shivers (They Came from Within),1975,193,3.4585492227979273
9672,9672,A Star Is Born,Drama|Musical|Romance,"Star Is Born, A (1976)",1976,42,2.8095238095238093
9673,9673,Beastmaster 2: Through the Portal of Time,Action|Adventure|Fantasy|Sci-Fi,Beastmaster 2: Through the Portal of Time,1991,28,2.107142857142857
9674,9674,Gold Diggers of 1935,Comedy|Musical,Gold Diggers of 1935,1935,14,3.2857142857142856
9675,9675,Rocco and His Brothers (Rocco e i suoi fratelli),Crime|Drama,Rocco and His Brothers (Rocco e i suoi fratelli),1960,149,3.8926174496644297
9676,9676,Strawberries in the Supermarket (Jagoda u supermarketu),Action|Adventure|Comedy,Strawberries in the Supermarket (Jagoda u supermarketu),2003,3,2.6666666666666665
9677,9677,The Mortal Storm,Drama,The Mortal Storm,1940,19,3.473684210526316
9678,9678,Once Upon a Honeymoon,Comedy|Mystery|Romance,Once Upon a Honeymoon,1942,7,3.2142857142857144
9679,9679,Monday Morning (Lundi matin),Comedy|Drama|Romance,Monday Morning (Lundi matin),2002,2,2.75
9680,9680,Christmas in July,Comedy|Romance,Christmas in July,1940,89,3.634831460674157
9681,9681,I Married a Witch,Comedy|Fantasy|Romance,I Married a Witch,1942,35,3.157142857142857
9682,9682,The Mayor of Hell,Crime|Drama|Romance,The Mayor of Hell,1933,3,2.8333333333333335
9683,9683,The Miracle Woman,Drama,The Miracle Woman,1931,10,3.35
9684,9684,Moolaadé,Drama,Moolaadé,2004,69,3.681159420289855
9685,9685,This Girl's Life,Drama,This Girl's Life,2003,43,2.7906976744186047
9686,9686,Memories of Murder (Salinui chueok),Crime|Drama|Mystery|Thriller,Memories of Murder (Salinui chueok),2003,576,3.9809027777777777
9687,9687,The Chase,Action|Adventure|Comedy|Crime|Romance|Thriller,"Chase, The (1994)",1994,160,2.878125
9688,9688,Hobson's Choice,Comedy|Drama|Romance,Hobson's Choice,1954,87,3.7988505747126435
9689,9689,Dr. Who and the Daleks,Adventure|Children|Sci-Fi,Dr. Who and the Daleks,1965,12,3.125
9690,9690,Summer Storm (Sommersturm),Drama|Romance,Summer Storm (Sommersturm),2004,80,3.725
9691,9691,"Downfall (Untergang, Der)",Drama|War,"Downfall (Untergang, Der)",2004,3998,4.0223861930965485
9692,9692,"White Sound, The (Das weiße Rauschen)",Drama,"White Sound, The (Das weiße Rauschen)",2001,14,3.642857142857143
9693,9693,Assault on Precinct 13,Action|Crime|Drama|Thriller,Assault on Precinct 13 (2005),2005,1090,3.11651376146789
9694,9694,Are We There Yet?,Children|Comedy,Are We There Yet?,2005,323,2.2956656346749225
9695,9695,Alone in the Dark,Action|Horror|Sci-Fi|Thriller,Alone in the Dark (2005),2005,469,1.495735607675906
9696,9696,Hide and Seek,Horror|Mystery|Thriller,Hide and Seek,2005,930,2.8774193548387097
9697,9697,Aliens of the Deep,Documentary|IMAX,Aliens of the Deep,2005,81,3.265432098765432
9698,9698,Boogeyman,Drama|Horror|Mystery|Thriller,Boogeyman,2005,368,2.0652173913043477
9699,9699,The Wedding Date,Comedy|Romance,The Wedding Date,2005,548,3.153284671532847
9700,9700,Rory O'Shea Was Here (Inside I'm Dancing),Drama,Rory O'Shea Was Here (Inside I'm Dancing),2004,247,3.840080971659919
9701,9701,Nobody Knows (Dare mo shiranai),Drama,Nobody Knows (Dare mo shiranai),2004,458,3.9366812227074237
9702,9702,Employee of the Month,Comedy|Drama,Employee of the Month (2004),2004,187,2.946524064171123
9703,9703,Magic in the Water,Adventure|Children|Fantasy,Magic in the Water,1995,29,2.5
9704,9704,The Great White Hope,Action|Drama,The Great White Hope,1970,71,3.26056338028169
9705,9705,A Study in Terror,Crime|Drama|Horror,A Study in Terror,1965,3,3.3333333333333335
9706,9706,Everything About Mustafa (Mustafa hakkinda hersey),Drama|Thriller,Everything About Mustafa (Mustafa hakkinda hersey),2004,1,3.5
9707,9707,The Professionals,Western,The Professionals,1966,178,3.603932584269663
9708,9708,The Devil and Miss Jones,Comedy|Romance,The Devil and Miss Jones,1941,15,3.7666666666666666
9709,9709,Alice in Wonderland,Adventure|Comedy|Fantasy,Alice in Wonderland (1999),1999,18,3.1944444444444446
9710,9710,Everyday People,Drama,Everyday People,2004,23,3.0
9711,9711,Backflash (Backflash Blues),Action|Crime|Drama|Thriller,Backflash (Backflash Blues),2002,2,3.25
9712,9712,Salem's Lot,Drama|Horror|Mystery|Thriller,Salem's Lot,1979,184,3.4130434782608696
9713,9713,"Marriage of Maria Braun, The (Ehe der Maria Braun, Die)",Drama,"Marriage of Maria Braun, The (Ehe der Maria Braun, Die)",1979,182,3.9038461538461537
9714,9714,"Bitter Tears of Petra von Kant, The (bitteren Tränen der Petra von Kant, Die)",Drama,"Bitter Tears of Petra von Kant, The (bitteren Tränen der Petra von Kant, Die)",1972,44,3.6931818181818183
9715,9715,Beau Geste,Action|Adventure|Drama|War,Beau Geste,1939,161,3.6552795031055902
9716,9716,At Sword's Point,Adventure,At Sword's Point,1952,2,3.25
9717,9717,Overnight,Documentary,Overnight,2003,72,3.3194444444444446
9718,9718,"Trou, Le (Hole, The) (Night Watch, The)",Crime|Film-Noir,"Trou, Le (Hole, The) (Night Watch, The)",1960,105,3.9952380952380953
9719,9719,Lessons of Darkness (Lektionen in Finsternis),Documentary|War,Lessons of Darkness (Lektionen in Finsternis),1992,93,3.763440860215054
9720,9720,Fata Morgana,Documentary|Drama|Sci-Fi,Fata Morgana,1971,18,3.0
9721,9721,Double Dragon,Action|Adventure|Sci-Fi,Double Dragon,1994,129,1.9883720930232558
9722,9722,Mac and Me,Children|Fantasy|Sci-Fi,Mac and Me,1988,120,2.0208333333333335
9723,9723,Scorchers,Comedy|Drama,Scorchers,1991,7,3.4285714285714284
9724,9724,Rosenstrasse,Drama|War,Rosenstrasse,2003,52,3.2115384615384617
9725,9725,Casque d'or,Crime|Drama|Romance,Casque d'or,1952,59,3.6016949152542375
9726,9726,Hands Off the Loot (Touchez pas au grisbi),Crime|Drama|Thriller,Hands Off the Loot (Touchez pas au grisbi),1954,107,3.7710280373831777
9727,9727,The Matchmaker,Comedy|Romance,The Matchmaker,1958,39,3.3205128205128207
9728,9728,The Ballad of the Sad Cafe,Drama,The Ballad of the Sad Cafe,1991,9,2.8333333333333335
9729,9729,The Deceivers,Adventure|Drama|Thriller,The Deceivers,1988,11,3.1363636363636362
9730,9730,Siberia,Comedy,Siberia,1998,8,2.5
9731,9731,Purple Butterfly (Zi hudie),Drama,Purple Butterfly (Zi hudie),2003,21,2.6904761904761907
9732,9732,Easy,Comedy|Drama|Romance,Easy,2003,35,2.5142857142857142
9733,9733,El Cid,Action|Adventure|Drama|Romance|War,El Cid,1961,146,3.404109589041096
9734,9734,Going All the Way,Comedy|Drama,Going All the Way,1997,14,2.607142857142857
9735,9735,"Taxing Woman, A (Marusa no onna)",Comedy,"Taxing Woman, A (Marusa no onna)",1987,40,3.6875
9736,9736,The Bunker,Drama|Horror|Mystery|Thriller|War,The Bunker,2001,20,2.8
9737,9737,A Fine Madness,Comedy|Drama|Romance,A Fine Madness,1966,1,4.0
9738,9738,Reap the Wild Wind,Action|Adventure|Drama,Reap the Wild Wind,1942,8,3.25
9739,9739,2009: Lost Memories,Action|Sci-Fi|Thriller,2009: Lost Memories,2002,21,2.857142857142857
9740,9740,"Architecture of Doom, The (Undergångens arkitektur)",Documentary|War,"Architecture of Doom, The (Undergångens arkitektur)",1989,4,3.625
9741,9741,Inferno,Drama,Inferno (1953),1953,2,3.75
9742,9742,Howl's Moving Castle (Hauru no ugoku shiro),Adventure|Animation|Fantasy|Romance,Howl's Moving Castle (Hauru no ugoku shiro),2004,5607,4.066078116639915
9743,9743,Steamboy (Suchîmubôi),Action|Animation|Drama|Sci-Fi,Steamboy (Suchîmubôi),2004,617,3.4773095623987036
9744,9744,Gorgeous (Boh lee chun),Action|Comedy|Romance,Gorgeous (Boh lee chun),1999,15,3.0
9745,9745,"Blade, The (Dao)",Action|Drama,"Blade, The (Dao)",1995,22,3.3181818181818183
9746,9746,Assisted Living,Comedy|Drama,Assisted Living,2003,12,3.2083333333333335
9747,9747,The Nomi Song,Documentary|Musical,The Nomi Song,2004,38,3.710526315789474
9748,9748,Hitch,Comedy|Romance,Hitch,2005,4080,3.4237745098039216
9749,9749,Pooh's Heffalump Movie,Animation|Children,Pooh's Heffalump Movie,2005,155,2.9096774193548387
9750,9750,Inside Deep Throat,Documentary,Inside Deep Throat,2005,244,3.3913934426229506
9751,9751,Uncle Nino,Comedy,Uncle Nino,2003,8,3.125
9752,9752,Bride & Prejudice,Comedy|Musical|Romance,Bride & Prejudice,2004,714,3.2717086834733893
9753,9753,Constantine,Action|Fantasy|Horror|Thriller,Constantine,2005,4247,3.3450671061926065
9754,9754,Son of the Mask,Adventure|Children|Comedy|Fantasy,Son of the Mask,2005,467,1.2526766595289078
9755,9755,Because of Winn-Dixie,Children|Comedy|Drama,Because of Winn-Dixie,2005,195,3.1205128205128205
9756,9756,Turtles Can Fly (Lakposhtha hâm parvaz mikonand),Drama|War,Turtles Can Fly (Lakposhtha hâm parvaz mikonand),2004,151,3.642384105960265
9757,9757,Beautiful Boxer,Action|Drama,Beautiful Boxer,2003,61,3.5245901639344264
9758,9758,Pauly Shore Is Dead,Comedy,Pauly Shore Is Dead,2003,134,2.1641791044776117
9759,9759,Bunny Lake Is Missing,Mystery|Thriller,Bunny Lake Is Missing,1965,78,3.3653846153846154
9760,9760,Jeremy,Drama|Romance,Jeremy,1973,9,3.0
9761,9761,The Boyfriend School,Comedy|Romance,The Boyfriend School,1990,52,2.4134615384615383
9762,9762,Until September,Drama|Romance,Until September,1984,9,2.5
9763,9763,Night and the City,Film-Noir|Thriller,Night and the City (1950),1950,159,3.79874213836478
9764,9764,Frozen Land (Paha maa),Drama,Frozen Land (Paha maa),2005,158,3.518987341772152
9765,9765,Big Girls Don't Cry (Große Mädchen weinen nicht),Drama|Romance,Big Girls Don't Cry (Große Mädchen weinen nicht),2002,7,3.5714285714285716
9766,9766,Night Watch (Nochnoy dozor),Action|Fantasy|Horror|Mystery|Sci-Fi|Thriller,Night Watch (Nochnoy dozor),2004,1149,3.385987815491732
9767,9767,Dot the I,Drama|Film-Noir|Thriller,Dot the I,2003,117,3.341880341880342
9768,9768,Sister Helen,Documentary,Sister Helen,2002,1,3.5
9769,9769,Bright Leaves,Documentary,Bright Leaves,2003,8,3.375
9770,9770,Topper Returns,Comedy|Fantasy|Mystery|Romance,Topper Returns,1941,17,3.0
9771,9771,Sons of the Desert,Comedy,Sons of the Desert,1933,31,3.6451612903225805
9772,9772,Morocco,Drama|Romance,Morocco,1930,54,3.574074074074074
9773,9773,Surplus: Terrorized Into Being Consumers,Documentary,Surplus: Terrorized Into Being Consumers,2003,4,3.625
9774,9774,Man of the House,Action|Comedy,Man of the House (2005),2005,189,2.9021164021164023
9775,9775,Samson and Delilah,Drama|Romance,Samson and Delilah (1949),1949,13,3.076923076923077
9776,9776,Kung Fu Hustle (Gong fu),Action|Comedy,Kung Fu Hustle (Gong fu),2004,3977,3.7866482273070154
9777,9777,Shark Skin Man and Peach Hip Girl (Samehada otoko to momojiri onna),Action|Comedy|Mystery|Thriller,Shark Skin Man and Peach Hip Girl (Samehada otoko to momojiri onna),1998,14,3.25
9778,9778,The Five People You Meet in Heaven,Drama|Fantasy,The Five People You Meet in Heaven,2004,28,3.3035714285714284
9779,9779,"No Retreat, No Surrender",Action|Drama,"No Retreat, No Surrender",1986,31,2.870967741935484
9780,9780,The ChubbChubbs!,Animation|Comedy|Sci-Fi,The ChubbChubbs!,2002,10,3.65
9781,9781,Travellers and Magicians,Adventure|Drama,Travellers and Magicians,2003,19,3.526315789473684
9782,9782,Zelary,Drama|Romance,Zelary,2003,150,3.83
9783,9783,Dragonworld,Adventure|Fantasy,Dragonworld,1994,1,1.0
9784,9784,Dr. Giggles,Comedy|Horror,Dr. Giggles,1992,63,2.126984126984127
9785,9785,The Corn Is Green,Drama,The Corn Is Green,1945,10,3.7
9786,9786,The Seven-Per-Cent Solution,Adventure|Comedy|Crime|Drama|Mystery|Thriller,The Seven-Per-Cent Solution,1976,74,3.4662162162162162
9787,9787,The Three Musketeers,Action|Adventure|Comedy,"Three Musketeers, The (1973)",1973,620,3.671774193548387
9788,9788,Royal Flash,Adventure|Comedy|Romance,Royal Flash,1975,3,3.0
9789,9789,Masculin Féminin,Drama,Masculin Féminin,1966,96,3.71875
9790,9790,Fallen Angel,Crime|Film-Noir|Mystery|Romance,Fallen Angel,1945,22,3.3181818181818183
9791,9791,The Four Feathers,Adventure|War,"Four Feathers, The (1939)",1939,155,3.5483870967741935
9792,9792,"Phone Box, The (Cabina, La)",Comedy|Drama|Mystery|Thriller,"Phone Box, The (Cabina, La)",1972,19,4.131578947368421
9793,9793,Curse of the Demon (Night of the Demon),Fantasy|Horror|Mystery,Curse of the Demon (Night of the Demon),1957,82,3.6341463414634148
9794,9794,Control (Kontroll),Comedy|Crime|Drama|Mystery,Control (Kontroll),2003,410,3.8146341463414632
9795,9795,Beautiful City (Shah-re ziba),Drama,Beautiful City (Shah-re ziba),2004,3,3.6666666666666665
9796,9796,5x2,Drama|Romance,5x2,2004,140,3.325
9797,9797,Tart,Crime|Drama|Romance,Tart,2001,10,2.9
9798,9798,Bed & Board (Domicile conjugal),Comedy|Drama,Bed & Board (Domicile conjugal),1970,42,3.5238095238095237
9799,9799,Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null),Drama|War,Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null),1948,84,3.7202380952380953
9800,9800,Tombs of the Blind Dead (La noche del terror ciego),Horror|Mystery,Tombs of the Blind Dead (La noche del terror ciego),1972,7,3.142857142857143
9801,9801,"Sicilian Clan, The (Clan des Siciliens, Le)",Crime|Drama,"Sicilian Clan, The (Clan des Siciliens, Le)",1969,4,2.625
9802,9802,Love Me Tonight,Comedy|Musical,Love Me Tonight,1932,35,3.6142857142857143
9803,9803,"Hole in My Heart, A (Hål i mitt hjärta, Ett)",Drama,"Hole in My Heart, A (Hål i mitt hjärta, Ett)",2004,30,3.066666666666667
9804,9804,Bigger Than the Sky,Comedy|Drama|Romance,Bigger Than the Sky,2005,14,2.607142857142857
9805,9805,Tyler Perry's Diary of a Mad Black Woman,Comedy|Drama|Romance,Tyler Perry's Diary of a Mad Black Woman,2005,145,3.0482758620689654
9806,9806,Cursed,Horror|Thriller,Cursed,2005,294,2.433673469387755
9807,9807,Loop the Loop (Up and Down) (Horem pádem),Comedy,Loop the Loop (Up and Down) (Horem pádem),2004,27,3.2037037037037037
9808,9808,Gory Gory Hallelujah,Comedy|Fantasy|Horror,Gory Gory Hallelujah,2003,7,2.2142857142857144
9809,9809,The Pacifier,Action|Comedy,The Pacifier,2005,693,2.7085137085137085
9810,9810,Be Cool,Comedy|Crime|Musical,Be Cool,2005,981,2.7900101936799184
9811,9811,Gunner Palace,Documentary|War,Gunner Palace,2004,137,3.2481751824817517
9812,9812,Walk on Water,Drama|Thriller,Walk on Water,2004,206,3.7402912621359223
9813,9813,Hostage,Action|Crime|Drama|Thriller,Hostage,2005,1212,3.3193069306930694
9814,9814,Robots,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX,Robots,2005,1777,3.270962296004502
9815,9815,The Laughing Policeman,Crime|Drama|Thriller,The Laughing Policeman,1973,27,3.2037037037037037
9816,9816,Bopha!,Drama,Bopha!,1993,14,3.2142857142857144
9817,9817,Class Action,Drama,Class Action,1991,148,3.135135135135135
9818,9818,The Cat and the Canary,Horror|Mystery,"Cat and the Canary, The (1927)",1927,29,3.1724137931034484
9819,9819,Courage Mountain,Adventure|Children|Drama,Courage Mountain,1990,7,2.7857142857142856
9820,9820,Kiss the Bride,Drama|Romance,Kiss the Bride (2002),2002,24,2.9583333333333335
9821,9821,Godzilla vs. The Sea Monster (Gojira-Ebira-Mosura: Nankai no daiketto),Action|Adventure|Fantasy|Sci-Fi,Godzilla vs. The Sea Monster (Gojira-Ebira-Mosura: Nankai no daiketto),1966,98,2.545918367346939
9822,9822,Godzilla vs. Mechagodzilla II (Gojira VS Mekagojira),Action|Drama|Sci-Fi,Godzilla vs. Mechagodzilla II (Gojira VS Mekagojira),1993,106,2.8867924528301887
9823,9823,That Championship Season,Drama,That Championship Season,1982,11,3.3636363636363638
9824,9824,Crush,Drama,Crush (1992),1992,51,2.7254901960784315
9825,9825,DNA,Action|Sci-Fi,DNA,1997,13,1.5769230769230769
9826,9826,The Low Life,Drama,The Low Life,1995,9,3.111111111111111
9827,9827,Rendez-vous,Drama,Rendez-vous,1985,21,2.857142857142857
9828,9828,"Oh, God! You Devil",Comedy,"Oh, God! You Devil",1984,190,2.4789473684210526
9829,9829,Amongst Friends,Crime|Drama,Amongst Friends,1993,15,2.1333333333333333
9830,9830,Asfalto,Drama,Asfalto,2000,8,2.5
9831,9831,God Is Brazilian (Deus É Brasileiro),Adventure|Comedy|Fantasy,God Is Brazilian (Deus É Brasileiro),2003,43,3.104651162790698
9832,9832,April Captains (Capitães de Abril),Drama,April Captains (Capitães de Abril),2000,5,2.8
9833,9833,Blackball,Comedy|Drama,Blackball,2003,52,2.394230769230769
9834,9834,The Agony and the Ecstasy,Drama,The Agony and the Ecstasy,1965,165,3.303030303030303
9835,9835,Return to Peyton Place,Drama,Return to Peyton Place,1961,24,2.4375
9836,9836,Butch and Sundance: The Early Days,Western,Butch and Sundance: The Early Days,1979,48,2.6666666666666665
9837,9837,It Happened to Jane,Comedy,It Happened to Jane,1959,25,3.32
9838,9838,Once Upon a Forest,Adventure|Animation|Children|Fantasy,Once Upon a Forest,1993,61,2.7540983606557377
9839,9839,Hello Down There,Comedy|Sci-Fi,Hello Down There,1969,14,2.75
9840,9840,All in a Night's Work,Comedy,All in a Night's Work,1961,7,3.142857142857143
9841,9841,Twentieth Century,Comedy,Twentieth Century,1934,149,3.785234899328859
9842,9842,My Sister Eileen,Comedy|Musical|Romance,My Sister Eileen (1955),1955,47,3.3085106382978724
9843,9843,Strangers When We Meet,Drama,Strangers When We Meet,1960,10,3.4
9844,9844,Or (a.k.a. My Treasure),Drama,Or (a.k.a. My Treasure),2004,7,3.2142857142857144
9845,9845,Chronicles (Crónicas),Crime|Drama,Chronicles (Crónicas),2004,58,3.4051724137931036
9846,9846,Lackawanna Blues,Drama,Lackawanna Blues,2005,15,3.6
9847,9847,The Green Berets,Action|Drama|War,The Green Berets,1968,87,2.9022988505747125
9848,9848,Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud),Crime|Drama|Thriller,Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud),1958,262,3.91412213740458
9849,9849,The Diary of a Chambermaid,Drama|Romance,The Diary of a Chambermaid,1946,6,3.3333333333333335
9850,9850,"Violent Cop (Sono otoko, kyôbô ni tsuki)",Action|Crime|Drama|Thriller,"Violent Cop (Sono otoko, kyôbô ni tsuki)",1989,102,3.5833333333333335
9851,9851,Four Shades of Brown (Fyra nyanser av brunt),Comedy|Drama,Four Shades of Brown (Fyra nyanser av brunt),2004,15,3.433333333333333
9852,9852,Brian's Song,Drama,Brian's Song,1971,70,3.7285714285714286
9853,9853,Thriller: A Cruel Picture (Thriller - en grym film),Action|Crime|Drama|Thriller,Thriller: A Cruel Picture (Thriller - en grym film),1974,28,3.2142857142857144
9854,9854,Cube Zero,Horror|Mystery|Sci-Fi|Thriller,Cube Zero,2004,611,3.123567921440262
9855,9855,Into the Sun,Action|Adventure|Thriller,Into the Sun,2005,12,2.4166666666666665
9856,9856,Project Grizzly,Documentary,Project Grizzly,1996,13,3.5
9857,9857,"Snow Queen, The (Lumikuningatar)",Children|Fantasy,"Snow Queen, The (Lumikuningatar)",1986,1,5.0
9858,9858,Julia,Drama,Julia (1977),1977,116,3.6810344827586206
9859,9859,Save the Green Planet! (Jigureul jikyeora!),Comedy|Drama|Horror|Sci-Fi|Thriller,Save the Green Planet! (Jigureul jikyeora!),2003,127,3.4881889763779528
9860,9860,Stealing Rembrandt (Rembrandt),Action|Comedy|Crime,Stealing Rembrandt (Rembrandt),2003,3,2.6666666666666665
9861,9861,"Snake of June, A (Rokugatsu no hebi)",Drama|Mystery,"Snake of June, A (Rokugatsu no hebi)",2002,13,2.8461538461538463
9862,9862,Thirty Seconds Over Tokyo,Drama|War,Thirty Seconds Over Tokyo,1944,96,3.4114583333333335
9863,9863,Vares: Private Eye (Vares - Yksityisetsivä),Action|Comedy|Crime|Thriller,Vares: Private Eye (Vares - Yksityisetsivä),2004,44,3.0113636363636362
9864,9864,Girl Crazy,Comedy|Musical|Romance,Girl Crazy,1943,2,2.5
9865,9865,"3 Penny Opera, The (Threepenny Opera, The) (3 Groschen-Oper, Die)",Crime|Musical,"3 Penny Opera, The (Threepenny Opera, The) (3 Groschen-Oper, Die)",1931,34,3.6029411764705883
9866,9866,"Boys & Girl from County Clare, The (a.k.a. The Boys from County Clare)",Comedy|Musical|Romance,"Boys & Girl from County Clare, The (a.k.a. The Boys from County Clare)",2003,24,3.4166666666666665
9867,9867,Ice Princess,Children|Comedy|Drama,Ice Princess,2005,262,3.0591603053435112
9868,9868,Melinda and Melinda,Comedy|Drama,Melinda and Melinda,2004,590,3.272881355932203
9869,9869,Milk and Honey,Drama,Milk and Honey,2003,9,2.7222222222222223
9870,9870,Miss Congeniality 2: Armed and Fabulous,Adventure|Comedy|Crime,Miss Congeniality 2: Armed and Fabulous,2005,883,2.496602491506229
9871,9871,Guess Who,Comedy|Romance,Guess Who,2005,466,3.0997854077253217
9872,9872,D.E.B.S.,Action|Comedy,D.E.B.S.,2004,218,2.977064220183486
9873,9873,A League of Ordinary Gentlemen,Documentary,A League of Ordinary Gentlemen,2004,283,2.8056537102473498
9874,9874,Incident at Loch Ness,Adventure|Comedy|Documentary,Incident at Loch Ness,2004,67,3.1791044776119404
9875,9875,The River,Drama|Romance,"River, The (1951)",1951,78,3.576923076923077
9876,9876,Virginia's Run,Drama,Virginia's Run,2002,5,2.3
9877,9877,Yanks,Drama|Romance|War,Yanks,1979,35,2.9857142857142858
9878,9878,Paradise Alley,Drama,Paradise Alley,1978,21,2.619047619047619
9879,9879,"Seagull's Laughter, The (Mávahlátur)",Comedy|Drama,"Seagull's Laughter, The (Mávahlátur)",2001,14,3.5357142857142856
9880,9880,Wild Horses (Caballos salvajes),Drama,Wild Horses (Caballos salvajes),1995,16,3.03125
9881,9881,Woman Thou Art Loosed,Drama,Woman Thou Art Loosed,2004,17,2.823529411764706
9882,9882,Arrowsmith,Drama,Arrowsmith,1931,21,3.1666666666666665
9883,9883,Barbary Coast,Adventure|Drama|Romance|Western,Barbary Coast,1935,28,2.892857142857143
9884,9884,Stella Dallas,Drama,Stella Dallas,1937,85,3.570588235294118
9885,9885,"Thief and the Cobbler, The (a.k.a. Arabian Knight)",Adventure|Animation|Comedy|Fantasy,"Thief and the Cobbler, The (a.k.a. Arabian Knight)",1995,61,3.5163934426229506
9886,9886,Free Radicals (Böse Zellen),Drama,Free Radicals (Böse Zellen),2003,17,3.0
9887,9887,The Unfaithful,Drama|Film-Noir,The Unfaithful,1947,2,3.25
9888,9888,Come and Get It,Drama,Come and Get It,1936,16,3.34375
9889,9889,Panic in the Streets,Crime|Drama|Film-Noir|Thriller,Panic in the Streets,1950,113,3.579646017699115
9890,9890,Call Northside 777,Crime|Drama|Film-Noir,Call Northside 777,1948,137,3.5036496350364965
9891,9891,"Young Törless, The (Junge Törless, Der)",Drama,"Young Törless, The (Junge Törless, Der)",1966,30,3.316666666666667
9892,9892,Bells Are Ringing,Comedy|Musical|Romance,Bells Are Ringing,1960,65,3.5
9893,9893,Finian's Rainbow,Fantasy|Musical,Finian's Rainbow,1968,94,3.0372340425531914
9894,9894,The Toolbox Murders,Horror|Thriller,The Toolbox Murders,1978,43,2.4186046511627906
9895,9895,"Sword of Doom, The (Dai-bosatsu tôge)",Action|Drama,"Sword of Doom, The (Dai-bosatsu tôge)",1966,189,3.7936507936507935
9896,9896,Deep Crimson (Profundo carmesí),Crime|Drama,Deep Crimson (Profundo carmesí),1996,15,3.4
9897,9897,800 Bullets (800 Balas),Comedy|Crime|Drama|Western,800 Bullets (800 Balas),2002,71,3.035211267605634
9898,9898,Attack of the Mushroom People (Matango),Fantasy|Horror|Sci-Fi|Thriller,Attack of the Mushroom People (Matango),1963,45,3.0555555555555554
9899,9899,"Ebola Syndrome, The (Yi boh laai beng duk)",Comedy|Horror,"Ebola Syndrome, The (Yi boh laai beng duk)",1996,15,3.4
9900,9900,The Music of Chance,Drama,The Music of Chance,1993,12,3.7916666666666665
9901,9901,Tammy and the T-Rex,Comedy|Sci-Fi,Tammy and the T-Rex,1994,1,1.5
9902,9902,Mixed Blood,Action|Drama,Mixed Blood,1984,1,2.0
9903,9903,If Looks Could Kill,Action|Comedy,If Looks Could Kill,1991,10,3.05
9904,9904,Greedy,Comedy,Greedy,1994,53,2.8773584905660377
9905,9905,Carmen,Drama|Musical|Romance,Carmen (1983),1983,27,3.685185185185185
9906,9906,My Neighbors the Yamadas (Hôhokekyo tonari no Yamada-kun),Animation|Comedy,My Neighbors the Yamadas (Hôhokekyo tonari no Yamada-kun),1999,57,3.3947368421052633
9907,9907,"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko)",Animation|Comedy|Drama|Fantasy,"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko)",1994,192,3.5859375
9908,9908,Knockin' on Heaven's Door,Action|Comedy|Crime|Drama,Knockin' on Heaven's Door,1997,291,3.9347079037800685
9909,9909,City of Hope,Drama,City of Hope,1991,40,3.5625
9910,9910,We're No Angels,Comedy|Crime|Drama,We're No Angels (1955),1955,219,3.732876712328767
9911,9911,Sons and Lovers,Drama,Sons and Lovers,1960,5,3.0
9912,9912,The Arrow,Drama,The Arrow,1997,4,3.375
9913,9913,Ruggles of Red Gap,Comedy|Romance,Ruggles of Red Gap,1935,25,3.36
9914,9914,Greetings,Comedy,Greetings,1968,8,2.5625
9915,9915,End of the Century: The Story of the Ramones,Documentary|Musical,End of the Century: The Story of the Ramones,2003,57,3.482456140350877
9916,9916,Love Letter,Drama|Romance,Love Letter,1995,7,4.0
9917,9917,Natural City,Action|Romance|Sci-Fi,Natural City,2003,10,3.3
9918,9918,This Sporting Life,Drama,This Sporting Life,1963,31,3.6774193548387095
9919,9919,"Touch of Zen, A (Xia nu)",Action|Adventure,"Touch of Zen, A (Xia nu)",1971,31,3.7580645161290325
9920,9920,Walker,Adventure|Drama|War|Western,Walker (1987),1987,11,3.1818181818181817
